tweet,id,lang,score,evidence,claim,procon,arg_type,evidence_type,topic,argumentative,unrelated_prob
<MENTION> <MENTION> <MENTION> If you end carbon taxes you wouldn't need rebates,1.5102897856168018e+18,en,0.0,0.0,0.2,0.0,,,We should pursue policies that promote sustainable foods,0.8,0.8
<MENTION> <MENTION> <MENTION> If you end carbon taxes you wouldn't need rebates,1.5102897856168018e+18,en,0.0,0.0,0.0,0.0,unrelated,,We should pursue policies that promote sustainable foods,0.8,
I love when I take a scoop of protein and some of that sweet sweet muscle dust from the canister becomes suspended in the air and then I breathe as deep as I can so that my lungs become more muscular as well,1.511861103193731e+18,en,0.0,0.0,0.0,0.0,,,We should pursue policies that promote sustainable foods,0.2,
"Number 1 reason why I'm not vegan:

Nutrients, baby.",1.511981043024216e+18,en,0.6593862771987915,0.0,0.3333333333333333,0.0,,,Vegan and vegetarian diets should be encouraged,0.6,0.6666666666666666
"Number 1 reason why I'm not vegan:

Nutrients, baby.",1.511981043024216e+18,en,0.6593862771987915,0.0,0.0,0.0,unrelated,,Vegan and vegetarian diets should be encouraged,0.6,
"<MENTION> My entire family is vegan, vegetarian or pescatarian. We’ve had them all. Beyond and impossible are good!  The impossible whopper is a good one to start with.",1.5115542852003594e+18,en,0.6679856181144714,0.0,0.0,0.0,,,Meat alternatives should be encouraged,0.2,
"There’s not enough adequate vegans on social media, who advocate for veganism without making people who eat meat feel bad.",1.511699994138534e+18,en,0.6550899147987366,0.0,0.8,0.0,,,Vegan and vegetarian diets should be encouraged,0.8,0.0
"There’s not enough adequate vegans on social media, who advocate for veganism without making people who eat meat feel bad.",1.511699994138534e+18,en,0.6550899147987366,0.0,0.2,0.0,,,We should pursue policies that promote sustainable foods,0.8,0.0
"There’s not enough adequate vegans on social media, who advocate for veganism without making people who eat meat feel bad.",1.511699994138534e+18,en,0.6550899147987366,0.0,0.0,0.0,unrelated,,We should pursue policies that promote sustainable foods,0.8,
<MENTION> I have a healthy recipe for them if you’d like it :D,1.5097005617041695e+18,en,0.0,0.0,0.0,0.0,,,Plant based food should be encouraged,0.4,
<MENTION> <MENTION> Plant based diet? Checks out.,1.5114804138515866e+18,en,0.7097282409667969,0.0,1.0,0.0,,,Plant based food should be encouraged,0.6,0.0
<MENTION> <MENTION> Plant based diet? Checks out.,1.5114804138515866e+18,en,0.7097282409667969,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,0.6,
"<MENTION> <MENTION> I was not being serious about meat. Beyond meat is probably more unhealthy. Oil is never needed in cooking. Saute with broth, wine, water lots of alternatives. Eat the olive or eat the peanut don't remove the oil from the source.",1.5099019216409764e+18,en,0.5190972089767456,0.0,0.3333333333333333,0.0,,,Meat alternatives should be encouraged,0.8,0.3333333333333333
"<MENTION> <MENTION> I was not being serious about meat. Beyond meat is probably more unhealthy. Oil is never needed in cooking. Saute with broth, wine, water lots of alternatives. Eat the olive or eat the peanut don't remove the oil from the source.",1.5099019216409764e+18,en,0.5190972089767456,0.0,0.3333333333333333,0.0,,,We should reduce the consumption of meat,0.8,0.3333333333333333
"<MENTION> <MENTION> I was not being serious about meat. Beyond meat is probably more unhealthy. Oil is never needed in cooking. Saute with broth, wine, water lots of alternatives. Eat the olive or eat the peanut don't remove the oil from the source.",1.5099019216409764e+18,en,0.5190972089767456,0.0,0.0,0.0,unrelated,,We should reduce the consumption of meat,0.8,
"<MENTION> The food we eat is our identity. The youth of the nation must save our food culture and traditions. If not, it will affect future generations. #valimai👈💔",1.5120081647989924e+18,en,0.5187947154045105,0.0,0.5,0.0,,,We should pursue policies that promote sustainable foods,0.5,0.5
"<MENTION> The food we eat is our identity. The youth of the nation must save our food culture and traditions. If not, it will affect future generations. #valimai👈💔",1.5120081647989924e+18,en,0.5187947154045105,0.0,0.0,0.0,unrelated,,We should pursue policies that promote sustainable foods,0.5,
<MENTION> Sadly this won't ever happen as if they were honest they'd realise we needed to increase red meat consumption which isn't exactly endorsed by the leftist blob that dominates our institutions.,1.5116900512221266e+18,en,0.6295267343521118,1.0,0.3333333333333333,-1.0,implicit,normative,We should pursue policies that promote sustainable foods,0.8,0.0
<MENTION> Sadly this won't ever happen as if they were honest they'd realise we needed to increase red meat consumption which isn't exactly endorsed by the leftist blob that dominates our institutions.,1.5116900512221266e+18,en,0.6295267343521118,1.0,0.6666666666666666,-1.0,implicit,normative,We should reduce the consumption of meat,0.8,0.0
<MENTION> Sadly this won't ever happen as if they were honest they'd realise we needed to increase red meat consumption which isn't exactly endorsed by the leftist blob that dominates our institutions.,1.5116900512221266e+18,en,0.6295267343521118,1.0,1.0,-1.0,unrelated,normative,We should reduce the consumption of meat,0.8,
"<MENTION> Thank you, I do eat vegetables, fruits as well. And drink a lot of water. Getting there. Loosing a bit of weight, as was before starting",1.511405869619196e+18,en,0.0,0.0,1.0,0.0,,,Vegan and vegetarian diets should be encouraged,0.5,0.0
"<MENTION> Thank you, I do eat vegetables, fruits as well. And drink a lot of water. Getting there. Loosing a bit of weight, as was before starting",1.511405869619196e+18,en,0.0,0.0,0.0,0.0,unrelated,,Vegan and vegetarian diets should be encouraged,0.5,
"<MENTION> It's really that simple, some people actually say men don't want to be vegan because they think it makes them less of a man

No I'm plenty fine with eating vegetables I just like meat too and would go crazy without it",1.511923838900179e+18,en,0.646722674369812,0.0,0.2,0.0,,,Plant based food should be encouraged,0.5,0.4
"<MENTION> It's really that simple, some people actually say men don't want to be vegan because they think it makes them less of a man

No I'm plenty fine with eating vegetables I just like meat too and would go crazy without it",1.511923838900179e+18,en,0.646722674369812,0.0,0.4,0.0,,,Vegan and vegetarian diets should be encouraged,0.5,0.4
"<MENTION> It's really that simple, some people actually say men don't want to be vegan because they think it makes them less of a man

No I'm plenty fine with eating vegetables I just like meat too and would go crazy without it",1.511923838900179e+18,en,0.646722674369812,0.0,0.2,0.0,,,We should reduce the consumption of meat,0.5,0.4
"<MENTION> It's really that simple, some people actually say men don't want to be vegan because they think it makes them less of a man

No I'm plenty fine with eating vegetables I just like meat too and would go crazy without it",1.511923838900179e+18,en,0.646722674369812,0.0,0.0,0.0,unrelated,,Vegan and vegetarian diets should be encouraged,0.5,
"BREAKING :- 🌟 

• #ValimaiTrailer 🎯 Hits 1️⃣.6️⃣M Likes 😎🔥 On <MENTION> Channel. ( Note : Organic ) 

#Valimai Is The Most Liked Trailer For #AjithKumar 👑 Movies 🥳💥.

#AK • #AK61 • #AK62",1.5119787338585252e+18,en,0.0,0.0,0.0,0.0,,,Vegan and vegetarian diets should be encouraged,0.2,
<MENTION> I'm not vegetarian or vegan but find wild people are shocked by such revelations,1.5110446694170952e+18,en,0.0,0.0,0.0,0.0,,,Meat alternatives should be encouraged,0.4,
"<MENTION> If plant-based, use primary protein sources which are at least 40% of calories from protein to limit calories if the person needs to limit calories.

eg, Seitan, Quorn, super-firm tofu, tempeh, edamame pasta

If healthy weight, include sources in the 30-40% range, eg legumes",1.511346132311593e+18,en,0.0,0.0,0.4,0.0,,,Meat alternatives should be encouraged,0.8,0.0
"<MENTION> If plant-based, use primary protein sources which are at least 40% of calories from protein to limit calories if the person needs to limit calories.

eg, Seitan, Quorn, super-firm tofu, tempeh, edamame pasta

If healthy weight, include sources in the 30-40% range, eg legumes",1.511346132311593e+18,en,0.0,0.0,0.6,0.0,,,Plant based food should be encouraged,0.8,0.0
"<MENTION> If plant-based, use primary protein sources which are at least 40% of calories from protein to limit calories if the person needs to limit calories.

eg, Seitan, Quorn, super-firm tofu, tempeh, edamame pasta

If healthy weight, include sources in the 30-40% range, eg legumes",1.511346132311593e+18,en,0.0,0.0,0.2,0.0,,,We should pursue policies that promote sustainable foods,0.8,0.0
"<MENTION> If plant-based, use primary protein sources which are at least 40% of calories from protein to limit calories if the person needs to limit calories.

eg, Seitan, Quorn, super-firm tofu, tempeh, edamame pasta

If healthy weight, include sources in the 30-40% range, eg legumes",1.511346132311593e+18,en,0.0,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,0.8,
Is this a viable alternative to meat puppetry?,1.511826101290496e+18,en,0.6305878162384033,0.0,0.0,0.0,,,Plant based food should be encouraged,0.4,
people who drink water &amp; eat fruits and vegetables &gt;&gt;&gt;&gt;,1.511366770661204e+18,en,0.0,0.0,0.0,0.0,,,We should pursue policies that promote sustainable foods,0.2,
"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> ?? I genuinely don’t get this take. I’m an ethical vegan. I loved/love meat, but I want to mitigate my harm done to animals. These meat substitutes give me a better alternative. What’s so hard to understand?",1.511637638415098e+18,en,0.5950654745101929,0.0,0.2,0.0,,,Plant based food should be encouraged,0.8,0.0
"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> ?? I genuinely don’t get this take. I’m an ethical vegan. I loved/love meat, but I want to mitigate my harm done to animals. These meat substitutes give me a better alternative. What’s so hard to understand?",1.511637638415098e+18,en,0.5950654745101929,0.0,0.6,0.0,,,Meat alternatives should be encouraged,0.8,0.0
"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> ?? I genuinely don’t get this take. I’m an ethical vegan. I loved/love meat, but I want to mitigate my harm done to animals. These meat substitutes give me a better alternative. What’s so hard to understand?",1.511637638415098e+18,en,0.5950654745101929,0.0,0.4,0.0,,,Vegan and vegetarian diets should be encouraged,0.8,0.0
"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> ?? I genuinely don’t get this take. I’m an ethical vegan. I loved/love meat, but I want to mitigate my harm done to animals. These meat substitutes give me a better alternative. What’s so hard to understand?",1.511637638415098e+18,en,0.5950654745101929,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,0.8,
"<MENTION> ""Nice to meet you, Roman. I'm Virgil."" He opened his bag, laying his weapons. ""I promise I won't harm you, I understand you're scared. I'll keep these here just in case this bots come okay? I won't touch them otherwise. For the rest I have food, water and medicine in my bag.""",1.5120124498343158e+18,en,0.0,0.0,0.0,0.0,,,We should reduce the consumption of meat,0.25,
"<MENTION> Shut dfp girl
Ao can u say beans is ur worst food nd full a bucket lik dat still add energy drink join
Be careful I dey quick vex ooo",1.511467021057278e+18,en,0.0,0.0,0.3333333333333333,0.0,,,Plant based food should be encouraged,0.75,0.3333333333333333
"<MENTION> Shut dfp girl
Ao can u say beans is ur worst food nd full a bucket lik dat still add energy drink join
Be careful I dey quick vex ooo",1.511467021057278e+18,en,0.0,0.0,0.3333333333333333,0.0,,,We should pursue policies that promote sustainable foods,0.75,0.3333333333333333
"<MENTION> Shut dfp girl
Ao can u say beans is ur worst food nd full a bucket lik dat still add energy drink join
Be careful I dey quick vex ooo",1.511467021057278e+18,en,0.0,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,0.75,
"I have no problem with one choosing a plant based diet. However, I do feel that the current trend of investing more in plant-based foods by Big Food Companies is mistaken. Many are starting to see the benefit of meat-only or high protein diets and ignoring such a trend...",1.509766859268272e+18,en,0.5710253119468689,1.0,0.25,-1.0,explicit,normative,Vegan and vegetarian diets should be encouraged,0.8,0.25
"I have no problem with one choosing a plant based diet. However, I do feel that the current trend of investing more in plant-based foods by Big Food Companies is mistaken. Many are starting to see the benefit of meat-only or high protein diets and ignoring such a trend...",1.509766859268272e+18,en,0.5710253119468689,1.0,0.5,-1.0,explicit,normative,Plant based food should be encouraged,0.8,0.25
"I have no problem with one choosing a plant based diet. However, I do feel that the current trend of investing more in plant-based foods by Big Food Companies is mistaken. Many are starting to see the benefit of meat-only or high protein diets and ignoring such a trend...",1.509766859268272e+18,en,0.5710253119468689,1.0,1.0,-1.0,unrelated,normative,Plant based food should be encouraged,0.8,
<MENTION> I'm just baffled as to why they specified both vegan AND vegetarian... 🤔,1.510397331283325e+18,en,0.6934077739715576,0.0,0.0,0.0,,,Plant based food should be encouraged,0.2,
"<MENTION> I haven't tried that recipe, but I've had sesame paste based salad dressings that probably work out to be about the same thing, and they were good. I hope it works out awesome if you try it. 🤞🏻✨",1.5115000552153293e+18,en,0.0,0.0,0.0,0.0,,,Meat alternatives should be encouraged,0.4,
Eat fruits and vegetables #HealthandFitness,1.5118880709745787e+18,en,0.5402312278747559,0.0,1.0,1.0,implicit,,Vegan and vegetarian diets should be encouraged,0.0,
My job has raw vegan &amp; vegetarian options I love that for me 🥰💕,1.5118489727673508e+18,en,0.6701227426528931,0.0,0.0,0.0,,,We should pursue policies that promote sustainable foods,0.2,
"<MENTION> I think the message or intent of this project is to teach the viewer how to make a recipe, and why it’s healthy/beneficial for them to eat it.",1.5102226018761318e+18,en,0.0,0.0,0.0,0.0,,,Plant based food should be encouraged,0.4,
<MENTION> <MENTION> <MENTION> It’s my mother’s. I’m the only vegan in my house hold. I use algae based omega 3 supplements.,1.5119492457498583e+18,en,0.0,0.0,0.0,0.0,,,We should reduce the consumption of meat,0.0,
"4. Strong meat alternative ingredients like jackfruit, Seiten, tofu and hundreds of noodle variations to use in order to replicate texture 
5. A growing plant based consumer population that’s already challenging the fairly recent population of meat consumers",1.511131581703938e+18,en,0.0,0.0,0.0,0.0,,,We should reduce the consumption of meat,0.2,
<MENTION> And get calorie deficient and then blame “vegan diets”?,1.511046942654042e+18,en,0.7426235675811768,0.0,0.0,0.0,,,We should reduce the consumption of meat,0.4,
best comfort food award goes to cookies n cream and green piattos!,1.51168337575689e+18,en,0.0,0.0,0.2,0.0,,,Plant based food should be encouraged,0.5,0.6
best comfort food award goes to cookies n cream and green piattos!,1.51168337575689e+18,en,0.0,0.0,0.2,0.0,,,We should pursue policies that promote sustainable foods,0.5,0.6
best comfort food award goes to cookies n cream and green piattos!,1.51168337575689e+18,en,0.0,0.0,0.0,0.0,unrelated,,We should pursue policies that promote sustainable foods,0.5,
"The thing about money is it has to be taken care of ,

It also has to be invested or planted into the right soil. 

Its like a plant ais some ways .",1.5100604165415404e+18,en,0.0,0.0,0.2,0.0,,,Vegan and vegetarian diets should be encouraged,0.6,0.6
"The thing about money is it has to be taken care of ,

It also has to be invested or planted into the right soil. 

Its like a plant ais some ways .",1.5100604165415404e+18,en,0.0,0.0,0.2,0.0,,,Plant based food should be encouraged,0.6,0.6
"The thing about money is it has to be taken care of ,

It also has to be invested or planted into the right soil. 

Its like a plant ais some ways .",1.5100604165415404e+18,en,0.0,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,0.6,
"Cultivated meat may take up 95% less land than conventional beef production, says <MENTION> (<MENTION> “What’s clear is that cultivated meat offers the theory of change most optimistic to me. This is going to restore biodiversity and ecosystems.” #MeatTheFuture",1.509312539737264e+18,en,0.5867080688476562,0.0,0.4,0.0,,,We should pursue policies that promote sustainable foods,0.8,0.0
"Cultivated meat may take up 95% less land than conventional beef production, says <MENTION> (<MENTION> “What’s clear is that cultivated meat offers the theory of change most optimistic to me. This is going to restore biodiversity and ecosystems.” #MeatTheFuture",1.509312539737264e+18,en,0.5867080688476562,0.0,0.6,0.0,,,Meat alternatives should be encouraged,0.8,0.0
"Cultivated meat may take up 95% less land than conventional beef production, says <MENTION> (<MENTION> “What’s clear is that cultivated meat offers the theory of change most optimistic to me. This is going to restore biodiversity and ecosystems.” #MeatTheFuture",1.509312539737264e+18,en,0.5867080688476562,0.0,0.2,0.0,,,We should reduce the consumption of meat,0.8,0.0
"Cultivated meat may take up 95% less land than conventional beef production, says <MENTION> (<MENTION> “What’s clear is that cultivated meat offers the theory of change most optimistic to me. This is going to restore biodiversity and ecosystems.” #MeatTheFuture",1.509312539737264e+18,en,0.5867080688476562,0.0,0.2,0.0,,,Plant based food should be encouraged,0.8,0.0
"Cultivated meat may take up 95% less land than conventional beef production, says <MENTION> (<MENTION> “What’s clear is that cultivated meat offers the theory of change most optimistic to me. This is going to restore biodiversity and ecosystems.” #MeatTheFuture",1.509312539737264e+18,en,0.5867080688476562,0.0,0.0,0.0,unrelated,,We should pursue policies that promote sustainable foods,0.8,
Vegetarian maybe but not vegan,1.5107054793196997e+18,en,0.7717621922492981,0.0,0.5714285714285714,1.0,explicit,,Vegan and vegetarian diets should be encouraged,0.6,0.14285714285714285
Vegetarian maybe but not vegan,1.5107054793196997e+18,en,0.7717621922492981,0.0,0.2857142857142857,1.0,explicit,,Plant based food should be encouraged,0.6,0.14285714285714285
Vegetarian maybe but not vegan,1.5107054793196997e+18,en,0.7717621922492981,0.0,1.0,1.0,unrelated,,Vegan and vegetarian diets should be encouraged,0.6,
<MENTION> My reason for becomming a vegan.,1.5119569435936315e+18,en,0.7419773936271667,0.0,1.0,0.0,,,Vegan and vegetarian diets should be encouraged,0.6,0.0
<MENTION> My reason for becomming a vegan.,1.5119569435936315e+18,en,0.7419773936271667,0.0,0.0,0.0,unrelated,,Vegan and vegetarian diets should be encouraged,0.6,
"<MENTION> <MENTION> Tell me when someone is sick, what is the immediate suggestion from any doctor - stop meat! On top of that these days meat farming is extremely chemical, unnatural &amp; unhygienic as hell",1.5116545324339118e+18,en,0.538998544216156,0.0,0.8,0.0,,,We should reduce the consumption of meat,0.8,0.0
"<MENTION> <MENTION> Tell me when someone is sick, what is the immediate suggestion from any doctor - stop meat! On top of that these days meat farming is extremely chemical, unnatural &amp; unhygienic as hell",1.5116545324339118e+18,en,0.538998544216156,0.0,0.2,0.0,,,Meat alternatives should be encouraged,0.8,0.0
"<MENTION> <MENTION> Tell me when someone is sick, what is the immediate suggestion from any doctor - stop meat! On top of that these days meat farming is extremely chemical, unnatural &amp; unhygienic as hell",1.5116545324339118e+18,en,0.538998544216156,0.0,0.2,0.0,,,We should pursue policies that promote sustainable foods,0.8,0.0
"<MENTION> <MENTION> Tell me when someone is sick, what is the immediate suggestion from any doctor - stop meat! On top of that these days meat farming is extremely chemical, unnatural &amp; unhygienic as hell",1.5116545324339118e+18,en,0.538998544216156,0.0,0.0,0.0,unrelated,,Meat alternatives should be encouraged,0.8,
<MENTION> <MENTION> <MENTION> Go plant based,1.5119846231438582e+18,en,0.50992351770401,0.0,1.0,0.0,,,Plant based food should be encouraged,0.5,0.0
<MENTION> <MENTION> <MENTION> Go plant based,1.5119846231438582e+18,en,0.50992351770401,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,0.5,
<MENTION> Anti-inflammation and hormone optimization diets? Eat plant based but god forbid it has soy!,1.5117377372374794e+18,en,0.0,0.0,1.0,0.0,,,Plant based food should be encouraged,1.0,0.0
<MENTION> Anti-inflammation and hormone optimization diets? Eat plant based but god forbid it has soy!,1.5117377372374794e+18,en,0.0,0.0,0.0,0.0,unrelated,,Plant based food should be encouraged,1.0,
"<MENTION> Ya it’s true! And I mostly eat the veggies and whole grains, nuts, etc., not much ‘made for #vegans’ foods. I did eat meat for 25 years tho and loved bacon. We do it because we want reduce animal suffering. That’s the entire drive. Fake bacon exists to replace real pigs",1.509491497535783e+18,en,0.681505560874939,0.0,0.6,0.0,,,We should reduce the consumption of meat,0.6,0.0
"<MENTION> Ya it’s true! And I mostly eat the veggies and whole grains, nuts, etc., not much ‘made for #vegans’ foods. I did eat meat for 25 years tho and loved bacon. We do it because we want reduce animal suffering. That’s the entire drive. Fake bacon exists to replace real pigs",1.509491497535783e+18,en,0.681505560874939,0.0,0.4,0.0,,,Vegan and vegetarian diets should be encouraged,0.6,0.0
"<MENTION> Ya it’s true! And I mostly eat the veggies and whole grains, nuts, etc., not much ‘made for #vegans’ foods. I did eat meat for 25 years tho and loved bacon. We do it because we want reduce animal suffering. That’s the entire drive. Fake bacon exists to replace real pigs",1.509491497535783e+18,en,0.681505560874939,0.0,0.2,0.0,,,We should pursue policies that promote sustainable foods,0.6,0.0
"<MENTION> Ya it’s true! And I mostly eat the veggies and whole grains, nuts, etc., not much ‘made for #vegans’ foods. I did eat meat for 25 years tho and loved bacon. We do it because we want reduce animal suffering. That’s the entire drive. Fake bacon exists to replace real pigs",1.509491497535783e+18,en,0.681505560874939,0.0,0.2,0.0,,,Meat alternatives should be encouraged,0.6,0.0
"<MENTION> Ya it’s true! And I mostly eat the veggies and whole grains, nuts, etc., not much ‘made for #vegans’ foods. I did eat meat for 25 years tho and loved bacon. We do it because we want reduce animal suffering. That’s the entire drive. Fake bacon exists to replace real pigs",1.509491497535783e+18,en,0.681505560874939,0.0,0.0,0.0,unrelated,,Meat alternatives should be encouraged,0.6,
I don’t like fruits and vegetables in general,1.5115038627708068e+18,en,0.5531047582626343,1.0,1.0,-1.0,implicit,anecdotal,We should pursue policies that promote sustainable foods,0.4,
"<MENTION> <MENTION> <MENTION> Not insinuating it at all. There are many things you can eat which are better for your health than eating a lot of meat. Legumes, whole grains, fruits veges, nuts seeds, fish. None of them processed.",1.5107879687803044e+18,en,0.0,0.0,0.0,0.0,,,Vegan and vegetarian diets should be encouraged,0.4,
<MENTION> <MENTION> Yep. I like meat but want to give it up so I can stop contributing negatively to the planet. I also want a farm someday. Solid meat alternatives make that more possible. Yall will be okay lol,1.5114009158231204e+18,en,0.4863214492797852,1.0,0.2,1.0,implicit,normative,Vegan and vegetarian diets should be encouraged,0.6,0.0
<MENTION> <MENTION> Yep. I like meat but want to give it up so I can stop contributing negatively to the planet. I also want a farm someday. Solid meat alternatives make that more possible. Yall will be okay lol,1.5114009158231204e+18,en,0.4863214492797852,1.0,0.6,1.0,implicit,normative,Meat alternatives should be encouraged,0.6,0.0
