,index,tweet,id,lang,score,argumentative,evidence,claim,procon,arg_type,evidence_type
23,1317,<MENTION> Yes stop eating meat during festive season. Full stop.,1.5119394883267625e+18,en,0.5397661924362183,0,0.0,0.0,0.0,,
24,9309,"My preference on airport expansion is a localist liberal one by the way. Allow all airport expansion supported by local democracy, stop regulating the price of landing slots (so Londoners pay the cost of Heathrow not expanding), and put a proper carbon tax on aviation fuel.",1.5117652610656338e+18,en,0.0,0,0.0,0.0,0.0,,
25,4653,"<MENTION> I think some food production practices may be harmful to the environment, for example increasing green house gas emissions associated with livestock. Importing and exporting food may also be damaging, increasing the global carbon front print. #NUTR0800522",1.5110363393026703e+18,en,0.5589837431907654,0,0.0,0.0,0.0,,
26,1696,"Being a Non-vegetarian is a choice, a freedom which is granted to us by our constitution , why to stop any vendor to provide meat ??? Sheer nonsnese 
#meatban #southdelhi #MeatBanPolitics #meatshops #freedom #choice #",1.511604866241626e+18,en,0.5524994134902954,0,0.0,0.0,0.0,,
27,18986,I hope till now railway high officially has taken some action on this poor quality food.....<MENTION> <MENTION> <MENTION> <MENTION> <MENTION>,1.5120095231284634e+18,en,0.0,0,0.0,0.0,0.0,,
28,27626,hits used to be so organic oh my god…like no stans just loads of causal listeners enjoying the music,1.5119271257119826e+18,en,0.0,0,0.0,0.0,0.0,,
29,8352,"<MENTION> They eat prescription wet food mixed with a little prescription dry. But I have dehydrated bacon ""dust"" in the emergency supplies in the truck. If his appetite doesn't improve, well add some of that and see.  :)",1.511216658240598e+18,en,0.0,0,0.0,0.0,0.0,,
30,13300,<MENTION> <MENTION> <MENTION> Go plant based,1.5119846231438582e+18,en,0.50992351770401,0,0.0,0.0,0.0,,
31,20872,"<MENTION> <MENTION> <MENTION> People should be aware of how they are nourishing their bodies, I agree 100%. I'd love for there to be more good information about how to do veganism right as far as health is concerned. So I don't disagree in that regard.",1.5115431630049403e+18,en,0.6502571702003479,0,0.0,0.0,0.0,,
32,16115,<MENTION> Isn’t that the same person who said putting carnivores on vegan diets is good?,1.5108626145150444e+18,en,0.0,0,0.0,0.0,0.0,,
33,14896,Being plant-based is already bougie.. just wait lmao🌱,1.5120106665503826e+18,en,0.5619911551475525,0,0.0,0.0,0.0,,
34,23132,"Is there a recipe in which ground beef, cheddar, and potatoes are the primary ingredients, which does not make a tasty dish? 

Probably, actually, but I just had an unexpectedly good one for dinner, so leave me alone about it.",1.5111513875304325e+18,en,0.0,0,0.0,0.0,0.0,,
35,1307,"<MENTION> Ban #HalalCertification of export beef &amp; meat products immediately.
Stop #MuslimUpeasement.
Buy cheap petrol from Russia and stop buying from Muslim gulf countries.
We demand",1.5119483104492954e+18,en,0.5336615443229675,0,0.0,0.0,0.0,,
36,12932,"<MENTION> <MENTION> These policies would kill the food system. 

Start with milk. Impossible to do and massively affect production.",1.5109249293775954e+18,en,0.548332154750824,0,0.0,0.0,0.0,,
37,29372,<MENTION> Big advocate of legumes &amp; beans. Many recipes available from which home cooks can use them to produce very tasty &amp; satisfying meals. Got out of the habit of eating right in college &amp; have paid the price. Now seeing great health changes from their addition to my weekly meal plans.,1.5100068905872138e+18,en,0.0,0,0.0,0.0,0.0,,
38,15323,"<MENTION> It can be, but it is incredibly difficult to get all the nutrients and almost every vegan is severely lacking in certain nutrients. it’s also more environmentally sustainable
A lacto-ovo vegetarian or pescatarian diet is probably the healthiest/most effective",1.5114315150492426e+18,en,0.6692116260528564,0,0.0,0.0,0.0,,
39,15823,"<MENTION> <MENTION> Well, each to its own. Bottom line, as you said, remain vegetarian. At least people should eat largely vegetarian diet. I cook everything but remain vegetarian though not vegan.",1.5106596690979185e+18,en,0.7175512313842773,0,0.0,0.0,0.0,,
40,30771,"<MENTION> ✌️Hope ur not forgetting about the change of diet(plant based(fruits, veggies, whole grain/cereals) 🤔",1.5098247083631043e+18,en,0.5494337677955627,0,0.0,0.0,0.0,,
41,30495,<MENTION> It is! And plant based alternatives are great for those on diet restrictions. I have a a couple people I know with heart conditions that have to switch to a vegan diet not cause they chose to but because they have to unfortunately.,1.510707715923882e+18,en,0.5219641923904419,0,0.0,0.0,0.0,,
42,29182,"<MENTION> Apart from legumes, higher protein plant foods should be thought of as *optional* side dishes.

Base your meals around whatever Whole Food plants you like, limit oil intake &amp; if you’re protein obsessed, throw in a few extra servings/wk of the higher protein plants you prefer.",1.5110766241705083e+18,en,0.6148900389671326,0,0.0,0.0,0.0,,
43,23393,<MENTION> I have a healthy recipe for them if you’d like it :D,1.5097005617041695e+18,en,0.0,0,0.0,0.0,0.0,,
44,3285,"<MENTION> Other nations can not do more until they are less dependent on Russian energy.  We need to increase our energy production, increase our capacity to export, and this goes for oil, gas, and coal.  We must increase export of all three.",1.511007381794087e+18,en,0.0,0,0.0,0.0,0.0,,
45,13437,"<MENTION> I think eating a plant based diet is fantastic, I also see merits to consuming bugs from a sustainability standpoint. I'm also all for banning eating mammals. But personally, I'm not a fan of tribalism - us vs them mentality. It's what lead to the greatest tragedies in history.",1.5118922299205427e+18,en,0.5481369495391846,0,0.0,0.0,0.0,,
46,29285,"<MENTION> <MENTION> Most of the world eats a plantbased diet, though. Literally every third world country focuses on grains, legumes, and vegetables. All whole foods. Processed crap is expensive no matter what you eat. And it’s crap no matter if it’s plant sourced or not. Whole foods baby! 💪🏻",1.5104305954191483e+18,en,0.0,0,0.0,0.0,0.0,,
47,14883,"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> You just said some speech can be censored. Also many private businesses have been subsidized by the govt does that mean they get to dictate their business under the rules of a govt entity like farmers, auto industry, meat plants and banks?",1.511160498825347e+18,en,0.0,0,0.0,0.0,0.0,,
48,17475,<MENTION> Stop preparing our men healthy food 😏,1.5120107611235492e+18,en,0.0,0,0.0,0.0,0.0,,
49,22550,"<MENTION> Great tips! This was actually my first foray into onion soup, but I was short on time so went with an InstaPot recipe, which was a bit quicker (80 minutes-ish). Went with a red ale instead of wine - it was quite good! will do a slow cook on the onions next time :)",1.5117243558348595e+18,en,0.0,0,0.0,0.0,0.0,,
50,19999,<MENTION> Eco friendly food eaten off a stiff green leaf using your fingers and when the food is gone you ate the leaf too?,1.511054261668483e+18,en,0.5230271220207214,0,0.0,0.0,0.0,,
51,32255,DEAL OF THE DAY: teenage pregnancy from Whole Foods with free shipping!,1.5117509119194726e+18,en,0.0,0,0.0,0.0,0.0,,
52,10089,<MENTION> Could not agree more. We should not trade food for energy. Cutting down carbon sinks to produce energy also a big no no.,1.511370069590233e+18,en,0.5603104829788208,0,0.0,0.0,0.0,,
53,13045,"<MENTION> As someone who used to love meat but hasn’t eaten it in about 6 years, I’d say meat in general. It was interesting how often I’ve found that really what I liked was the seasoning, sauce, etc. and I can get that same experience from alternatives.",1.5114402148116767e+18,en,0.0,0,0.0,0.0,0.0,,
54,17407,"Can’t wait to succeed at this plant based (Genesis) diet. In the book of Genesis, Adam &amp; Eve ate herbs and fruits. Just a friendly reminder of why many people have gone plant based. The meat consumption was never for us originally.",1.5110876806622167e+18,en,0.6077338457107544,0,0.0,0.0,0.0,,
55,22809,<MENTION> <MENTION> I’m gonna use Paula Patton recipe too. It’s gonna be so good!,1.5114669224952914e+18,en,0.0,0,0.0,0.0,0.0,,
56,30931,Is the plant-based diet also called vegan diet?,1.5091227640153457e+18,en,0.6453443169593811,0,0.0,0.0,0.0,,
57,16601,"<MENTION> SIR 

be careful with your health avoid this at all cost, only eat local food as much as you can and respect traditional farming.

For your best health mostly need vegetables and fruits as a focus with a lot of water also avoiding sugar &amp; salty food.

take care",1.51162662785536e+18,en,0.5703118443489075,0,0.0,0.0,0.0,,
58,13016,I need y’all to leave vegan looking for meat alternatives alone ☹️,1.5116408802890424e+18,en,0.5193175673484802,0,0.0,0.0,0.0,,
59,20655,"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> You keep using this word excuse a lot. You do realize that I am the default here. You are the on justifying your veganism. You're not the default, your so called virtuous diet is barely tried and tested.",1.511743564736258e+18,en,0.0,0,0.0,0.0,0.0,,
60,30794,"<MENTION> My diet is primarily fresh vegetables and fruits. Every dish I make is 90% plant based. I still eat seafood, cheese and eggs. I rarely eat anything processed.",1.5096682824413757e+18,en,0.5673329830169678,0,0.0,0.0,0.0,,
61,30549,"Between having IBS, acne, and just wanting to live a healthier lifestyle I think I have to really commit to a vegan/plant based diet",1.510475845319676e+18,en,0.6678266525268555,0,0.0,0.0,0.0,,
62,30774,"like im sick so i have to eat a specific diet, i went with 90% whole food plant based but like sometimes i just be eating bunny food",1.509800092928123e+18,en,0.0,0,0.0,0.0,0.0,,
63,13079,<MENTION> Is well husbanded meat worse than factory produced alternatives? Is the farming of the base ingredients and the power consumption of the processing factored in?,1.5112632003602063e+18,en,0.5277416110038757,0,0.0,0.0,0.0,,
64,29244,"<MENTION> <MENTION> <MENTION> Not insinuating it at all. There are many things you can eat which are better for your health than eating a lot of meat. Legumes, whole grains, fruits veges, nuts seeds, fish. None of them processed.",1.5107879687803044e+18,en,0.0,0,0.0,0.0,0.0,,
65,10233,<MENTION> ofc our choices in food affect not only us but the environment.The way u behave towards food can create healthy choices fr your overall health n also create more sustainable environment. Im happy bc nowadays people trying to make better choices nt only for em but carbon footprint,1.510601237586133e+18,en,0.5407768487930298,0,0.0,0.0,0.0,,
66,1220,<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> Are we ready to stop subsidizing consumption? Ready to stop subsidies for PMS? Electricity? Etc,1.5095177749426176e+18,en,0.0,0,0.0,0.0,0.0,,
67,29601,"<MENTION> <MENTION> <MENTION> When top athletes become vegan they tend to have good nutritional advice - so they eat the basic unprocessed stuff like whole grains, fibrous veg, pea proteins, lentils, beans etc. This stuff also tends to be a lot cheaper than processed replacement meats.",1.5114610793729393e+18,en,0.6507331132888794,0,0.0,0.0,0.0,,
68,19163,"Me and my landlady don settle today 😎

Las las I fit put curry inside my food without fear 🤦🏼‍♀️",1.5120086531419423e+18,en,0.0,0,0.0,0.0,0.0,,
69,16023,<MENTION> <MENTION> <MENTION> <MENTION> After all your argument is that the vegan takes no more time and effort then meat diets that is the current claim you're asking me to prove and I think at this point you can concede that yeah it does take more time and effort I feel like I still sufficiently proven this negative,1.5118205002882253e+18,en,0.6456281542778015,0,0.0,0.0,0.0,,
70,14199,The plants that produce your plant-based food in the future won't have Latin botanical names.,1.511593077009535e+18,en,0.0,0,0.0,0.0,0.0,,
71,29115,<MENTION> Or... Hear me out here. Chapo meat and legumes. They say it can't be done but... We can't know that if we don't try can we?😂,1.5113889507196027e+18,en,0.544356644153595,0,0.0,0.0,0.0,,
72,10131,"<MENTION> Food is about to be more expensive than we have ever seen, war, labour shortages, carbon tax …..see how that works….it’s a tax on everything- and obviously doesn’t understand don’t bite the hand that feeds you…",1.5111256339796255e+18,en,0.5164122581481934,0,0.0,0.0,0.0,,
73,22235,"<MENTION> <MENTION> Inflation is actually transient

It's active when u go to a petrol bunk, grocery mart, vegetable shop. 

It's inactive when u go to a multiplex, shopping mall, restaurant. 

It is airplane mode  when u go to a liquor store. 
(1/2)",1.5117808087089807e+18,en,0.0,0,0.0,0.0,0.0,,
74,24160,<MENTION> Are you sure it’s a fruit and not a vegetable?,1.5098149798847283e+18,en,0.0,0,0.0,0.0,0.0,,
75,26580,"<MENTION> can't believe they made my man moon knight vegan that's weird, then again maybe it's just one of his personalities that's vegan idk i haven't seen the show yet",1.5119552220249293e+18,en,0.0,0,0.0,0.0,0.0,,
76,25296,<MENTION> convert to vegetarian,1.5119766219974246e+18,en,0.5453146696090698,0,0.0,0.0,0.0,,
77,2267,"produce a superior cropping, therefore meat environment, indeed for export first as highest price and again indeed an excess of subsidizing any or all exports before anything else..lets face it only reason he is still in power is mining and resource exports, incompetent otherwise",1.5111596723422003e+18,en,0.5178273916244507,0,0.0,0.0,0.0,,
78,1749,<MENTION> India should ban meat eating it is highly immoral plus ecologically unsustainable stop it,1.5115664325425316e+18,en,0.6496772170066833,0,0.0,0.0,0.0,,
79,28009,"<MENTION> This is exactly what I do with my two, youngest is a bit sceptical but he eats them as the familiar taste is there. He loves lentil sausage casserole and my stew with cannilini beans. You are doing a great job 👍",1.512008397528445e+18,en,0.0,0,0.0,0.0,0.0,,
80,30665,<MENTION> <MENTION> <MENTION> So you suggest that plant based diet will give us the adequate protein !!!!!! I'm amazed at this point,1.5101440757012685e+18,en,0.5581619143486023,0,0.0,0.0,0.0,,
81,30430,"<MENTION> My diet is high in meat, and I'll continue to eat that way. My health deteriorated on a plant-based diet. Oh, and I vote 100% blue.",1.5109954336900014e+18,en,0.0,0,0.0,0.0,0.0,,
82,15841,When will people learn the difference between vegan and vegetarian not to mention all the sub-groups,1.5106404036361748e+18,en,0.0,0,0.0,0.0,0.0,,
83,13024,"<MENTION> <MENTION> There's reasons behind it. People who like the flavor and texture of meat, but want to eat ethically may try plant-based alternatives. As a diabetic, I frequently look for low-carb alternatives to common foods that cauliflower provides.",1.5115631648020644e+18,en,0.5138197541236877,0,0.0,0.0,0.0,,
84,15809,And that’s mostly because I cook. I can easily prepare a vegetarian meal but I’m not doing no vegan shit,1.510668273268015e+18,en,0.6847970485687256,0,0.0,0.0,0.0,,
85,8990,"in a few hours the FY in #India is coming to the end and the last Quarter of #Nashik production is the 1st Quarter in #Bosnia, #Peru and #Germany. This month we have been able to add weekly 1 German speaking colleague. Next Quarter target is 2 new colleagues a week.",1.509543343868588e+18,en,0.0,0,0.0,0.0,0.0,,
86,26139,<MENTION> Are you Vegan?,1.5120040406366577e+18,en,0.6943014860153198,0,0.0,0.0,0.0,,
87,13593,<MENTION> where do these $BYND kids talk about plant based foods? any beyond fan clubs yet?,1.5118312971859108e+18,en,0.5165348052978516,0,0.0,0.0,0.0,,
88,30492,<MENTION> <MENTION> You didn't address point 3. Please list the evidence one would need to convince you that a plant-based diet is suitable for humans. Also which organisations you consider reputable?,1.5107137981385523e+18,en,0.6350609064102173,0,0.0,0.0,0.0,,
89,3208,<MENTION> <MENTION> <MENTION> <MENTION> Why would oil companies increase production when there trying to destroy the oil industry. I sware liberals have no logic,1.511067939264516e+18,en,0.0,0,0.0,0.0,0.0,,
90,10241,"<MENTION> <MENTION> And also the people who think the rebates cover the difference in costs, are *delusional*.  

They don't take into consideration that OBVIOUSLY carbon tax would increase the costs of everything, including absolute necessities like food.",1.510505512487555e+18,en,0.0,0,0.0,0.0,0.0,,
91,27100,<MENTION> Don't panic its not organic haha,1.5119984961526333e+18,en,0.0,0,0.0,0.0,0.0,,
92,29893,"<MENTION> <MENTION> It's important because it encourages sustainability, expands the market &amp; need for local farmers, improves our diets and ultimately our health.
And it's darn tasty.",1.5102396156885238e+18,en,0.0,0,0.0,0.0,0.0,,
93,26588,<MENTION> <MENTION> <MENTION> Of course she is vegan why can’t men be men and women be women and know out place as meat eaters,1.5119542753159537e+18,en,0.0,0,0.0,0.0,0.0,,
94,12590,"I want a garden so bad, like the more I read about food production the more I’m convinced we should grow our own…but like, I can’t keep houseplants alive so…",1.5113671420962284e+18,en,0.5654977560043335,0,0.0,0.0,0.0,,
95,27514,ate organic grocyer store sushi and yerb today feel like superman souljaa boy,1.5119397016487485e+18,en,0.0,0,0.0,0.0,0.0,,
96,10481,Hey eco-friendlies! The well known high-carbon company McDonalds produces 1.5 MILLION tonnes of food packaging alone🤢! Fun fact  carbon footprints are important!  Tune in for more behind closed door stats!,1.5091820816658842e+18,en,0.0,0,0.0,0.0,0.0,,
97,26650,<MENTION> <MENTION> <MENTION> i like chicken and steak on occasions but my diet usually consists of vegetables and vegan food,1.5119468493593354e+18,en,0.6812638640403748,0,0.0,0.0,0.0,,
98,27605,<MENTION> Insane airdrop from IF <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION>,1.5119287740862587e+18,en,0.0,0,0.0,0.0,0.0,,
99,28922,"<MENTION> <MENTION> <MENTION> <MENTION> Its about money and control, Klaus Schwab said that ownership of property and eating meat is not sustainable, so you better start to eat bugs and live in the pod dude",1.5106116915071713e+18,en,0.5225330591201782,0,0.0,0.0,0.0,,
100,8681,"<MENTION> Josh, imagine if Americans knew that the Keystone pipeline flows everyday since 2010. Just not XL extension , which would add 4.5 days US use. AEI says US on track for 2023 most ever domestic production. Didn’t your mama teach you not to be a liar?",1.511075292034519e+18,en,0.0,0,0.0,0.0,0.0,,
101,26503,Thank you to everyone who thinks murdering the innocent is wrong. Thank you for your moral consistency in being vegan. From now on.,1.5119623230864138e+18,en,0.0,0,0.0,0.0,0.0,,
102,30162,<MENTION> You are doing a wonderful job for stopping halal meat and certification. Please also provide an alternative to non veg Hindus for stopping halal meat. #Hindu,1.5093756170404127e+18,en,0.0,0,0.0,0.0,0.0,,
103,14198,<MENTION> I’m okay with being plant based but there are certain foods I will not ever try to replace.,1.511593396443394e+18,en,0.7456731796264648,0,0.0,0.0,0.0,,
104,31092,<MENTION> Omo meat and fish dey the food? No be every time person go dey manage bro i need to eat healthy tf is 2k😂,1.511400171023786e+18,en,0.5396949648857117,0,0.0,0.0,0.0,,
105,27238,<MENTION> its me im the mad scientist about to blow the world up before my organic chem exam tomorrow,1.5119770236479324e+18,en,0.0,0,0.0,0.0,0.0,,
106,32435,<MENTION> <MENTION> I’ve used the bulletproof coffee with brain octane oil. It does help with ketosis and the oil gives energy. It tastes bad though lol. I’d rather Allegro coffee from Whole Foods,1.511653501591556e+18,en,0.0,0,0.0,0.0,0.0,,
107,15520,<MENTION> <MENTION> I love a lot of vegetarian and vegan food bas zayek I equally love burgers and chicken bas I can try to have one or two days a week vegan men bab el balance.,1.51116804408474e+18,en,0.662954568862915,0,0.0,0.0,0.0,,
108,18665,"Asking for extra oregano every time you order a pizza really shows thinking 𝗼𝘂𝘁𝘀𝗶𝗱𝗲 𝗼𝗳 𝘁𝗵𝗲 𝗯𝗼𝘅 mentality. 😌

#Pizza #Food",1.512011401325265e+18,en,0.0,0,0.0,0.0,0.0,,
109,23813,<MENTION> Does a diet Dr Pepper count and organic green tea 😳,1.5092346280952095e+18,en,0.0,0,0.0,0.0,0.0,,
110,9599,"<MENTION> <MENTION> <MENTION> he made rockets awesomely re-usable. he is putting a massive internet in the sky, he is getting humanity to mars tax free, he has done more getting us off carbon than any other human alive. the guy in the chalk outline ... just stop.",1.5114928554323272e+18,en,0.0,0,0.0,0.0,0.0,,
111,5305,"<MENTION> <MENTION> You B gaslighting. Everyone knows that Biden/Dems policy is stop domestic production. KeystoneXL pipeline was stopped first day ,won’t drill in Anwar stopped fracking and have put huge TAXES on gas.dems wanna buy it from Middle East opec &amp; gave Russianpipe the 👌 daaa nice try",1.509270081485742e+18,en,0.0,0,0.0,0.0,0.0,,
112,20286,"It's kind of unbelievable that some places - where they're know about food etc. - don't understand how to make tea. Please, stop destroying green tea with 100 degree boiling water. 80 degrees, tops.",1.5106702175250145e+18,en,0.0,0,0.0,0.0,0.0,,
113,22127,"Beets. Such a yummy, awesome vegetable. People should eat more beets.",1.5118048277554504e+18,en,0.0,0,0.0,0.0,0.0,,
114,16801,"<MENTION> Thank you, I do eat vegetables, fruits as well. And drink a lot of water. Getting there. Loosing a bit of weight, as was before starting",1.511405869619196e+18,en,0.0,0,0.0,0.0,0.0,,
115,3787,<MENTION> <MENTION> <MENTION> You say that but pet food accounts for 30% of total meat production and contributes 5% to CO2 emissions. Interesting that you don’t think is relevant enough to be a topic.,1.5102931336025743e+18,en,0.0,0,0.0,0.0,0.0,,
116,15407,"<MENTION> Also, the thing is…most meat replacements are just starch.  If you wanna go vegan/vegetarian, just eat the damn veggies",1.5113679702909133e+18,en,0.6983370780944824,0,0.0,0.0,0.0,,
117,5793,"<MENTION> He’s the best, he’s for Canadians. Justin Trudeau and his liberals have been corrupt , scammed and inflation has gone up under him plus carbon taxes etc. Trudeau is a dictator where Polivierre values hard working Canadians.",1.5107045456803103e+18,en,0.0,0,0.0,0.0,0.0,,
118,13004,"<MENTION> <MENTION> It’s cruel to eat animal products. There are plenty of delicious alternatives. ""A man can live and be healthy without killing animals for food; therefore, if he eats meat, he participates in taking animal life merely for the sake of his appetite. And to act so is immoral”-Tolstoy",1.511698582360965e+18,en,0.5368824005126953,0,0.0,0.0,0.0,,
119,20695,Today is the day that we dispel all the myths and misinformation about anti-natalism and veganism.,1.5117225767998382e+18,en,0.0,0,0.0,0.0,0.0,,
120,17712,"<MENTION> When my parents force-fed me healthy food, they were confident they were giving me the best. But now, when I feed my children, I am not sure if what I am giving them is safe. Politics and pesticides are destroying our food culture #Valimai #Ajithkumar #Ak61😃👽",1.51194106178637e+18,en,0.0,0,0.0,0.0,0.0,,
121,25509,"<MENTION> I'm a vegetarian, but I was in the meats section yesterday, and I saw some delicious looking cooked turkey. 

I remember, I thought, how strange! I thought turkey was just for Chrimbo.",1.5119254342708634e+18,en,0.0,0,0.0,0.0,0.0,,
122,21522,"this is a lunch's menu, Boiled Steak🥩, severed with Taco🌮 , then vegetable for today will recommend with Eggplant🍆",1.5119414499604849e+18,en,0.0,0,0.0,0.0,0.0,,
123,21225,"<MENTION> Health and fitness has nothing to do with veganism, an ethos surrounding non-exploitation of animals (human and otherwise).",1.5113107953422418e+18,en,0.0,0,0.0,0.0,0.0,,
124,3177,"<MENTION> JOE IS PLAYING A SHELL GAME WITH OIL
CRUSH US PRODUCTION,
GET OTHER COUNTRIES TO INCREASE PRODUCTION

NOW DOES THAT MAKE A FUKING BIT OF SENSE?

IF JOE WANT'S TO ELIMINATE OIL,HE COULD COME UP WITH AN ALTERNATIVE WHILE ALLOWING US PRODUCTION &amp; THEN CREATE PLAN TO CONVERT",1.5111008619503002e+18,en,0.0,0,0.0,0.0,0.0,,
125,1907,"Every day I come closer to accepting that eating meat is hypocritical to most peoples moral stances, and that I should just stop being lazy and go vegan.",1.5114364564845527e+18,en,0.0,0,0.0,0.0,0.0,,
126,16825,"<MENTION> All vegetables have a coating of pesticides and chemicals which is poisonous to the human system. No farmer grows vegetables, fruits and flowers without using pesticides and chemicals. The label organic vegetables is just a dream like our PM's election promises!",1.5113814715162624e+18,en,0.506369948387146,0,0.0,0.0,0.0,,
127,8380,<MENTION> <MENTION> <MENTION> Is there  a plan to survive ww3 for citizens in cities. Food supply meds,1.5111787804459254e+18,en,0.0,0,0.0,0.0,0.0,,
128,16145,<MENTION> Many meat eaters have low B12 - all need to understand nutrition sufficient to protect their health by choosing the right things to eat and drink.  In the UK we eat more meat/dairy than is good for our health.  Vegan diets can readily be healthy and are far better for the planet,1.5103817552365158e+18,en,0.5418049097061157,0,0.0,0.0,0.0,,
